id;code unit;unit_id;kode kegiatan;kegiatan;cost_type;name;kode
;11.11;Prodi Teknik Sipil (S1);3.04.02;Pelatiahan kewirausahaan remaja putus sekolah;Biaya Habis Pakai;Bahan habis pakai;650.1.3.04.02.1.11.11
;11.11;Prodi Teknik Sipil (S1);3.04.02;Pelatiahan kewirausahaan remaja putus sekolah;Honor;Honor/Upah;650.1.3.04.02.2.11.11
;11.11;Prodi Teknik Sipil (S1);3.04.02;Pelatiahan kewirausahaan remaja putus sekolah;Sewa;Sewa;650.1.3.04.02.3.11.11
;11.11;Prodi Teknik Sipil (S1);3.04.02;Pelatiahan kewirausahaan remaja putus sekolah;Outsource;Outsourcing;650.1.3.04.02.4.11.11
;11.11;Prodi Teknik Sipil (S1);3.04.02;Pelatiahan kewirausahaan remaja putus sekolah;Overhead;Overhead;650.1.3.04.02.5.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.01;Kegiatan pengabdian masyarakat;Biaya Habis Pakai;Bahan habis pakai;650.1.3.05.01.1.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.01;Kegiatan pengabdian masyarakat;Honor;Honor/Upah;650.1.3.05.01.2.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.01;Kegiatan pengabdian masyarakat;Sewa;Sewa;650.1.3.05.01.3.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.01;Kegiatan pengabdian masyarakat;Outsource;Outsourcing;650.1.3.05.01.4.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.01;Kegiatan pengabdian masyarakat;Overhead;Overhead;650.1.3.05.01.5.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.02;Mengadakan seminar dan lokakarya kewirausahaan;Biaya Habis Pakai;Bahan habis pakai;650.1.3.05.02.1.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.02;Mengadakan seminar dan lokakarya kewirausahaan;Honor;Honor/Upah;650.1.3.05.02.2.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.02;Mengadakan seminar dan lokakarya kewirausahaan;Sewa;Sewa;650.1.3.05.02.3.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.02;Mengadakan seminar dan lokakarya kewirausahaan;Outsource;Outsourcing;650.1.3.05.02.4.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.02;Mengadakan seminar dan lokakarya kewirausahaan;Overhead;Overhead;650.1.3.05.02.5.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.03;Stimulan kewirausahaan;Biaya Habis Pakai;Bahan habis pakai;650.1.3.05.03.1.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.03;Stimulan kewirausahaan;Honor;Honor/Upah;650.1.3.05.03.2.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.03;Stimulan kewirausahaan;Sewa;Sewa;650.1.3.05.03.3.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.03;Stimulan kewirausahaan;Outsource;Outsourcing;650.1.3.05.03.4.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.03;Stimulan kewirausahaan;Overhead;Overhead;650.1.3.05.03.5.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.04;Pengabdian institut/fakultas/prodi;Biaya Habis Pakai;Bahan habis pakai;650.1.3.05.04.1.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.04;Pengabdian institut/fakultas/prodi;Honor;Honor/Upah;650.1.3.05.04.2.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.04;Pengabdian institut/fakultas/prodi;Sewa;Sewa;650.1.3.05.04.3.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.04;Pengabdian institut/fakultas/prodi;Outsource;Outsourcing;650.1.3.05.04.4.11.11
;11.11;Prodi Teknik Sipil (S1);3.05.04;Pengabdian institut/fakultas/prodi;Overhead;Overhead;650.1.3.05.04.5.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.01;Membangun & mengembangkan jejaring ke pemerintah, swasta dll;Biaya Habis Pakai;Bahan habis pakai;650.1.4.01.01.1.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.01;Membangun & mengembangkan jejaring ke pemerintah, swasta dll;Honor;Honor/Upah;650.1.4.01.01.2.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.01;Membangun & mengembangkan jejaring ke pemerintah, swasta dll;Sewa;Sewa;650.1.4.01.01.3.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.01;Membangun & mengembangkan jejaring ke pemerintah, swasta dll;Outsource;Outsourcing;650.1.4.01.01.4.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.01;Membangun & mengembangkan jejaring ke pemerintah, swasta dll;Overhead;Overhead;650.1.4.01.01.5.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.02;Pelaksanaan MOU;Biaya Habis Pakai;Bahan habis pakai;650.1.4.01.02.1.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.02;Pelaksanaan MOU;Honor;Honor/Upah;650.1.4.01.02.2.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.02;Pelaksanaan MOU;Sewa;Sewa;650.1.4.01.02.3.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.02;Pelaksanaan MOU;Outsource;Outsourcing;650.1.4.01.02.4.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.02;Pelaksanaan MOU;Overhead;Overhead;650.1.4.01.02.5.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.03;Carrier Center;Biaya Habis Pakai;Bahan habis pakai;650.1.4.01.03.1.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.03;Carrier Center;Honor;Honor/Upah;650.1.4.01.03.2.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.03;Carrier Center;Sewa;Sewa;650.1.4.01.03.3.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.03;Carrier Center;Outsource;Outsourcing;650.1.4.01.03.4.11.11
;11.11;Prodi Teknik Sipil (S1);4.01.03;Carrier Center;Overhead;Overhead;650.1.4.01.03.5.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.01;Penerbitan jurnal scientech;Biaya Habis Pakai;Bahan habis pakai;650.1.5.01.01.1.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.01;Penerbitan jurnal scientech;Honor;Honor/Upah;650.1.5.01.01.2.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.01;Penerbitan jurnal scientech;Sewa;Sewa;650.1.5.01.01.3.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.01;Penerbitan jurnal scientech;Outsource;Outsourcing;650.1.5.01.01.4.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.01;Penerbitan jurnal scientech;Overhead;Overhead;650.1.5.01.01.5.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.02;Penerbitan karya pengabdian;Biaya Habis Pakai;Bahan habis pakai;650.1.5.01.02.1.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.02;Penerbitan karya pengabdian;Honor;Honor/Upah;650.1.5.01.02.2.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.02;Penerbitan karya pengabdian;Sewa;Sewa;650.1.5.01.02.3.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.02;Penerbitan karya pengabdian;Outsource;Outsourcing;650.1.5.01.02.4.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.02;Penerbitan karya pengabdian;Overhead;Overhead;650.1.5.01.02.5.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.03;Penerbitan proceeding/ karya unggulan;Biaya Habis Pakai;Bahan habis pakai;650.1.5.01.03.1.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.03;Penerbitan proceeding/ karya unggulan;Honor;Honor/Upah;650.1.5.01.03.2.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.03;Penerbitan proceeding/ karya unggulan;Sewa;Sewa;650.1.5.01.03.3.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.03;Penerbitan proceeding/ karya unggulan;Outsource;Outsourcing;650.1.5.01.03.4.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.03;Penerbitan proceeding/ karya unggulan;Overhead;Overhead;650.1.5.01.03.5.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.04;Proses akreditasi jurnal scientech;Biaya Habis Pakai;Bahan habis pakai;650.1.5.01.04.1.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.04;Proses akreditasi jurnal scientech;Honor;Honor/Upah;650.1.5.01.04.2.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.04;Proses akreditasi jurnal scientech;Sewa;Sewa;650.1.5.01.04.3.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.04;Proses akreditasi jurnal scientech;Outsource;Outsourcing;650.1.5.01.04.4.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.04;Proses akreditasi jurnal scientech;Overhead;Overhead;650.1.5.01.04.5.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.05;Proses portal & web karya ilmih;Biaya Habis Pakai;Bahan habis pakai;650.1.5.01.05.1.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.05;Proses portal & web karya ilmih;Honor;Honor/Upah;650.1.5.01.05.2.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.05;Proses portal & web karya ilmih;Sewa;Sewa;650.1.5.01.05.3.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.05;Proses portal & web karya ilmih;Outsource;Outsourcing;650.1.5.01.05.4.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.05;Proses portal & web karya ilmih;Overhead;Overhead;650.1.5.01.05.5.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.06;Pencetakan company profile;Biaya Habis Pakai;Bahan habis pakai;650.1.5.01.06.1.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.06;Pencetakan company profile;Honor;Honor/Upah;650.1.5.01.06.2.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.06;Pencetakan company profile;Sewa;Sewa;650.1.5.01.06.3.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.06;Pencetakan company profile;Outsource;Outsourcing;650.1.5.01.06.4.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.06;Pencetakan company profile;Overhead;Overhead;650.1.5.01.06.5.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.07;Pameran Iptek open campus;Biaya Habis Pakai;Bahan habis pakai;650.1.5.01.07.1.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.07;Pameran Iptek open campus;Honor;Honor/Upah;650.1.5.01.07.2.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.07;Pameran Iptek open campus;Sewa;Sewa;650.1.5.01.07.3.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.07;Pameran Iptek open campus;Outsource;Outsourcing;650.1.5.01.07.4.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.07;Pameran Iptek open campus;Overhead;Overhead;650.1.5.01.07.5.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.08;Membangun pusat penerbitan ISTN Press;Biaya Habis Pakai;Bahan habis pakai;650.1.5.01.08.1.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.08;Membangun pusat penerbitan ISTN Press;Honor;Honor/Upah;650.1.5.01.08.2.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.08;Membangun pusat penerbitan ISTN Press;Sewa;Sewa;650.1.5.01.08.3.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.08;Membangun pusat penerbitan ISTN Press;Outsource;Outsourcing;650.1.5.01.08.4.11.11
;11.11;Prodi Teknik Sipil (S1);5.01.08;Membangun pusat penerbitan ISTN Press;Overhead;Overhead;650.1.5.01.08.5.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.01;Penyusunan revisi format monevin penelitian & peng.mas;Biaya Habis Pakai;Bahan habis pakai;650.1.6.01.01.1.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.01;Penyusunan revisi format monevin penelitian & peng.mas;Honor;Honor/Upah;650.1.6.01.01.2.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.01;Penyusunan revisi format monevin penelitian & peng.mas;Sewa;Sewa;650.1.6.01.01.3.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.01;Penyusunan revisi format monevin penelitian & peng.mas;Outsource;Outsourcing;650.1.6.01.01.4.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.01;Penyusunan revisi format monevin penelitian & peng.mas;Overhead;Overhead;650.1.6.01.01.5.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.02;Memantau & pembinaan wirausaha hasil pelatihan;Biaya Habis Pakai;Bahan habis pakai;650.1.6.01.02.1.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.02;Memantau & pembinaan wirausaha hasil pelatihan;Honor;Honor/Upah;650.1.6.01.02.2.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.02;Memantau & pembinaan wirausaha hasil pelatihan;Sewa;Sewa;650.1.6.01.02.3.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.02;Memantau & pembinaan wirausaha hasil pelatihan;Outsource;Outsourcing;650.1.6.01.02.4.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.02;Memantau & pembinaan wirausaha hasil pelatihan;Overhead;Overhead;650.1.6.01.02.5.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.03;Monevin penelitian & pengab. Masyarakat;Biaya Habis Pakai;Bahan habis pakai;650.1.6.01.03.1.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.03;Monevin penelitian & pengab. Masyarakat;Honor;Honor/Upah;650.1.6.01.03.2.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.03;Monevin penelitian & pengab. Masyarakat;Sewa;Sewa;650.1.6.01.03.3.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.03;Monevin penelitian & pengab. Masyarakat;Outsource;Outsourcing;650.1.6.01.03.4.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.03;Monevin penelitian & pengab. Masyarakat;Overhead;Overhead;650.1.6.01.03.5.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.04;Pelaporan-pelaporan;Biaya Habis Pakai;Bahan habis pakai;650.1.6.01.04.1.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.04;Pelaporan-pelaporan;Honor;Honor/Upah;650.1.6.01.04.2.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.04;Pelaporan-pelaporan;Sewa;Sewa;650.1.6.01.04.3.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.04;Pelaporan-pelaporan;Outsource;Outsourcing;650.1.6.01.04.4.11.11
;11.11;Prodi Teknik Sipil (S1);6.01.04;Pelaporan-pelaporan;Overhead;Overhead;650.1.6.01.04.5.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.01;Pengiriman proposal;Biaya Habis Pakai;Bahan habis pakai;650.1.7.01.01.1.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.01;Pengiriman proposal;Honor;Honor/Upah;650.1.7.01.01.2.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.01;Pengiriman proposal;Sewa;Sewa;650.1.7.01.01.3.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.01;Pengiriman proposal;Outsource;Outsourcing;650.1.7.01.01.4.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.01;Pengiriman proposal;Overhead;Overhead;650.1.7.01.01.5.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.02;Pembayaran iuran forum;Biaya Habis Pakai;Bahan habis pakai;650.1.7.01.02.1.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.02;Pembayaran iuran forum;Honor;Honor/Upah;650.1.7.01.02.2.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.02;Pembayaran iuran forum;Sewa;Sewa;650.1.7.01.02.3.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.02;Pembayaran iuran forum;Outsource;Outsourcing;650.1.7.01.02.4.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.02;Pembayaran iuran forum;Overhead;Overhead;650.1.7.01.02.5.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.03;Representasi;Biaya Habis Pakai;Bahan habis pakai;650.1.7.01.03.1.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.03;Representasi;Honor;Honor/Upah;650.1.7.01.03.2.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.03;Representasi;Sewa;Sewa;650.1.7.01.03.3.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.03;Representasi;Outsource;Outsourcing;650.1.7.01.03.4.11.11
;11.11;Prodi Teknik Sipil (S1);7.01.03;Representasi;Overhead;Overhead;650.1.7.01.03.5.11.11
